Changed database context to 'x3v5'.
          2,MR21U46C                                                                                                                                                                                                                                                  ,NOV4           ,00002,21 ft X 18 ft                                                                                                                                                                                                                                                   ,Sheet,      36.22,     1.3413,      24.14,      12.07
          2,MR22U46C                                                                                                                                                                                                                                                  ,NOV1           ,00003,22 ft X 15 ft                                                                                                                                                                                                                                                   ,Sheet,      29.80,     1.3244,      19.87,       9.93
          2,MR32U46C                                                                                                                                                                                                                                                  ,DEC1113        ,00001,32 ft X 17 ft                                                                                                                                                                                                                                                   ,Sheet,      50.05,     1.9627,      33.37,      16.68
          2,MR40U46C                                                                                                                                                                                                                                                  ,NOV1           ,00002,40 ft X 20 ft                                                                                                                                                                                                                                                   ,Sheet,      72.68,     2.4226,      48.45,      24.23
          2,MR42U46C                                                                                                                                                                                                                                                  ,OCT0713        ,00002,42 ft X 36 ft                                                                                                                                                                                                                                                   ,Sheet,     349.47,     6.4717,     232.98,     116.49
          2,MR42U46C                                                                                                                                                                                                                                                  ,OCT2312        ,00002,42 ft X 32 ft                                                                                                                                                                                                                                                   ,Sheet,     310.64,     6.4717,     207.09,     103.55
          2,MR42U46C                                                                                                                                                                                                                                                  ,SEP2712        ,00002,42 ft X 48 ft                                                                                                                                                                                                                                                   ,Sheet,     465.96,     6.4717,     310.64,     155.32
          2,MR44U46C                                                                                                                                                                                                                                                  ,JAN2314        ,00001,44 ft X 23 ft                                                                                                                                                                                                                                                   ,Sheet,     103.64,     3.0041,      69.09,      34.55
          2,MR48U46C                                                                                                                                                                                                                                                  ,10             ,00001,48 ft X 42 ft                                                                                                                                                                                                                                                   ,Sheet,     183.27,     2.9090,     122.18,      61.09
          2,MR48U46C                                                                                                                                                                                                                                                  ,APR2913        ,00001,48 ft X 49 ft                                                                                                                                                                                                                                                   ,Sheet,     213.81,     2.9090,     142.54,      71.27
          2,MR48U46C                                                                                                                                                                                                                                                  ,DEC1410        ,00002,48 ft X 35 ft                                                                                                                                                                                                                                                   ,Sheet,     152.72,     2.9090,     101.82,      50.91
          2,MR48U46C                                                                                                                                                                                                                                                  ,NOV1113        ,00001,48 ft X 92 ft                                                                                                                                                                                                                                                   ,Sheet,     401.45,     2.9090,     267.63,     133.82
          2,MR48U46C                                                                                                                                                                                                                                                  ,NOV2           ,00002,48 ft X 18 ft                                                                                                                                                                                                                                                   ,Sheet,      78.54,     2.9090,      52.36,      26.18
          2,MR48U46C                                                                                                                                                                                                                                                  ,NOV2           ,00005,48 ft X 38 ft                                                                                                                                                                                                                                                   ,Sheet,     165.82,     2.9090,     110.54,      55.27
          2,MR48U46C                                                                                                                                                                                                                                                  ,NOV2           ,00007,48 ft X 43 ft                                                                                                                                                                                                                                                   ,Sheet,     187.63,     2.9090,     125.09,      62.54
          2,MR48U46C                                                                                                                                                                                                                                                  ,NOV4           ,00001,48 ft X 40 ft                                                                                                                                                                                                                                                   ,Sheet,     174.54,     2.9090,     116.36,      58.18
          2,MR48U46C                                                                                                                                                                                                                                                  ,OCT2212        ,00001,48 ft X 45 ft                                                                                                                                                                                                                                                   ,Sheet,     196.36,     2.9090,     130.91,      65.45
          2,MR48U46C                                                                                                                                                                                                                                                  ,SEP27          ,00002,48 ft X 35 ft                                                                                                                                                                                                                                                   ,Sheet,     152.72,     2.9090,     101.82,      50.91
          2,MR48U46C                                                                                                                                                                                                                                                  ,SEP2712        ,00004,48 ft X 35 ft                                                                                                                                                                                                                                                   ,Sheet,     152.72,     2.9090,     101.82,      50.91
          2,MR50U46C                                                                                                                                                                                                                                                  ,DEC1113        ,00003,50 ft X 33 ft                                                                                                                                                                                                                                                   ,Sheet,     148.99,     3.0100,      99.33,      49.66
          2,MR50U46C                                                                                                                                                                                                                                                  ,NOV2           ,00001,50 ft X 48 ft                                                                                                                                                                                                                                                   ,Sheet,     216.72,     3.0100,     144.48,      72.24
          1,Grow Film Suncover Clear Diffused 3 Year 4mil                                                                                                                                                                                                             ,               ,     ,                                                                                                                                                                                                                                                                ,     ,        .00,      .0000,        .00,        .00
          2,MR48U34D                                                                                                                                                                                                                                                  ,A              ,00006,48 ft X 20 ft                                                                                                                                                                                                                                                   ,Sheet,      63.17,     2.1056,      42.11,      21.06
          2,MR48U34D                                                                                                                                                                                                                                                  ,A              ,00007,48 ft X 20 ft                                                                                                                                                                                                                                                   ,Sheet,      63.17,     2.1056,      42.11,      21.06
          1,Grow Film Suncover White 4 Year 6mil                                                                                                                                                                                                                      ,               ,     ,                                                                                                                                                                                                                                                                ,     ,        .00,      .0000,        .00,        .00
          2,MR20U465                                                                                                                                                                                                                                                  ,MAR2714        ,00001,20 ft X 18 ft                                                                                                                                                                                                                                                   ,Sheet,      32.51,     1.2040,      21.67,      10.84
          2,MR48U465                                                                                                                                                                                                                                                  ,1              ,00001,48 ft X 30 ft                                                                                                                                                                                                                                                   ,Sheet,     155.58,     3.4573,     103.72,      51.86
          1,Grow Film Sunsaver Clear 4 Year 6mil Infrared & Anti-drip                                                                                                                                                                                                 ,               ,     ,                                                                                                                                                                                                                                                                ,     ,        .00,      .0000,        .00,        .00
          2,MR12UIA46C                                                                                                                                                                                                                                                ,032414         ,00002,12 ft X 96 ft                                                                                                                                                                                                                                                   ,Sheet,     113.06,      .7851,      75.37,      37.69
          2,MR12UIA46C                                                                                                                                                                                                                                                ,MAR1014        ,00001,12 ft X 64 ft                                                                                                                                                                                                                                                   ,Sheet,      75.37,      .7851,      50.25,      25.12
          2,MR12UIA46C                                                                                                                                                                                                                                                ,MAR1014        ,00002,12 ft X 64 ft                                                                                                                                                                                                                                                   ,Sheet,      75.37,      .7851,      50.25,      25.12
          2,MR12UIA46C                                                                                                                                                                                                                                                ,NOV0813        ,00002,12 ft X 23 ft                                                                                                                                                                                                                                                   ,Sheet,      27.09,      .7851,      18.06,       9.03
          2,MR16UIA46C                                                                                                                                                                                                                                                ,NOV2513        ,00002,16 ft X 54 ft                                                                                                                                                                                                                                                   ,Sheet,      92.90,     1.1469,      61.93,      30.97
          2,MR18UIA46C                                                                                                                                                                                                                                                ,APR1414        ,00002,18 ft X 60 ft                                                                                                                                                                                                                                                   ,Sheet,     112.99,     1.2554,      75.33,      37.66
          2,MR18UIA46C                                                                                                                                                                                                                                                ,MAR1014        ,00002,18 ft X 50 ft                                                                                                                                                                                                                                                   ,Sheet,      94.16,     1.2554,      62.77,      31.39
          2,MR18UIA46C                                                                                                                                                                                                                                                ,OCT2212        ,00001,18 ft X 15 ft                                                                                                                                                                                                                                                   ,Sheet,      28.25,     1.2554,      18.83,       9.42
          2,MR20UIA46C                                                                                                                                                                                                                                                ,MAR1914        ,00001,20 ft X 20 ft                                                                                                                                                                                                                                                   ,Sheet,      41.82,     1.3941,      27.88,      13.94
          2,MR20UIA46C                                                                                                                                                                                                                                                ,MAR2414        ,00001,20 ft X 23 ft                                                                                                                                                                                                                                                   ,Sheet,      48.10,     1.3941,      32.06,      16.03
          2,MR20UIAT46C                                                                                                                                                                                                                                               ,DEC1113        ,00001,40 ft X 15 ft                                                                                                                                                                                                                                                   ,Sheet,      65.84,     2.9264,      43.90,      21.95
          2,MR22UIA46C                                                                                                                                                                                                                                                ,APR2414        ,00002,22 ft X 40 ft                                                                                                                                                                                                                                                   ,Sheet,      92.07,     1.5344,      61.38,      30.69
          2,MR22UIA46C                                                                                                                                                                                                                                                ,MAR2614        ,00002,22 ft X 24 ft                                                                                                                                                                                                                                                   ,Sheet,      55.24,     1.5344,      36.83,      18.41
          2,MR24UIAT46C                                                                                                                                                                                                                                               ,DEC1113        ,00001,48 ft X 29 ft                                                                                                                                                                                                                                                   ,Sheet,     152.83,     3.5134,     101.89,      50.94
          2,MR25UIA46C                                                                                                                                                                                                                                                ,APR1114        ,00002,25 ft X 26 ft                                                                                                                                                                                                                                                   ,Sheet,      68.00,     1.7437,      45.34,      22.67
          2,MR32UIA46C                                                                                                                                                                                                                                                ,NOV2           ,00002,32 ft X 15 ft                                                                                                                                                                                                                                                   ,Sheet,      51.09,     2.2708,      34.06,      17.03
          2,MR48UIA46C                                                                                                                                                                                                                                                ,DEC1113        ,00001,48 ft X 53 ft                                                                                                                                                                                                                                                   ,Sheet,     272.57,     3.4285,     181.71,      90.86
          2,MR48UIA46C                                                                                                                                                                                                                                                ,SEP2712        ,00001,48 ft X 45 ft                                                                                                                                                                                                                                                   ,Sheet,     231.43,     3.4285,     154.28,      77.14
          1,Orchard Black/White 3mil                                                                                                                                                                                                                                  ,               ,     ,                                                                                                                                                                                                                                                                ,     ,        .00,      .0000,        .00,        .00
          2,MR4O3BW                                                                                                                                                                                                                                                   ,OCT0713        ,00002,4 ft X 95 ft                                                                                                                                                                                                                                                    ,Sheet,      18.40,      .1292,      12.27,       6.13
          1,Overwinter Clear 3mil                                                                                                                                                                                                                                     ,               ,     ,                                                                                                                                                                                                                                                                ,     ,        .00,      .0000,        .00,        .00
          2,MR32W03C                                                                                                                                                                                                                                                  ,DEC0913        ,00001,32 ft X 40 ft                                                                                                                                                                                                                                                   ,Sheet,      47.92,      .7987,      31.95,      15.97
          1,Overwinter Clear 4mil                                                                                                                                                                                                                                     ,               ,     ,                                                                                                                                                                                                                                                                ,     ,        .00,      .0000,        .00,        .00
          2,MR40W04C                                                                                                                                                                                                                                                  ,DEC0913        ,00001,40 ft X 56 ft                                                                                                                                                                                                                                                   ,Sheet,     111.82,     1.3312,      74.55,      37.27
          1,Overwinter Plus Clear 2.5mil                                                                                                                                                                                                                              ,               ,     ,                                                                                                                                                                                                                                                                ,     ,        .00,      .0000,        .00,        .00
          2,MR14W0P25C                                                                                                                                                                                                                                                ,NOV2513        ,00002,14 ft X 45 ft                                                                                                                                                                                                                                                   ,Sheet,      19.91,      .2949,      13.27,       6.64
          2,MR14W0P25C                                                                                                                                                                                                                                                ,NOV2513        ,00003,14 ft X 45 ft                                                                                                                                                                                                                                                   ,Sheet,      19.91,      .2949,      13.27,       6.64
          2,MR20W0P25C                                                                                                                                                                                                                                                ,APR1114        ,00001,20 ft X 20 ft                                                                                                                                                                                                                                                   ,Sheet,       8.00,      .2667,       5.33,       2.67
          2,MR28W0P25C                                                                                                                                                                                                                                                ,DEC1113        ,00001,28 ft X 15 ft                                                                                                                                                                                                                                                   ,Sheet,      13.27,      .5899,       8.85,       4.42
          1,Overwinter Plus Clear 3mil                                                                                                                                                                                                                                ,               ,     ,                                                                                                                                                                                                                                                                ,     ,        .00,      .0000,        .00,        .00
          2,MR14W0P3C                                                                                                                                                                                                                                                 ,NOV2           ,00003,14 ft X 41 ft                                                                                                                                                                                                                                                   ,Sheet,      21.70,      .3528,      14.46,       7.23
          2,MR14W0P3C                                                                                                                                                                                                                                                 ,NOV2           ,00004,14 ft X 70 ft                                                                                                                                                                                                                                                   ,Sheet,      37.04,      .3528,      24.70,      12.35
          2,MR14W0P3C                                                                                                                                                                                                                                                 ,NOV2           ,00005,14 ft X 50 ft                                                                                                                                                                                                                                                   ,Sheet,      26.46,      .3528,      17.64,       8.82
          2,MR16W0P3C                                                                                                                                                                                                                                                 ,13A3574        ,00001,16 ft X 22 ft                                                                                                                                                                                                                                                   ,Sheet,      13.31,      .4032,       8.87,       4.44
          2,MR16W0P3C                                                                                                                                                                                                                                                 ,NOV0813        ,00002,16 ft X 35 ft                                                                                                                                                                                                                                                   ,Sheet,      21.17,      .4032,      14.11,       7.06
          2,MR28W0P3C                                                                                                                                                                                                                                                 ,DEC0913        ,00001,28 ft X 40 ft                                                                                                                                                                                                                                                   ,Sheet,      42.34,      .7056,      28.22,      14.11
          2,MR32W0P3C                                                                                                                                                                                                                                                 ,DEC1113        ,00002,32 ft X 42 ft                                                                                                                                                                                                                                                   ,Sheet,      50.49,      .8014,      33.66,      16.83
          2,MR32W0P3C                                                                                                                                                                                                                                                 ,DEC1113        ,00003,32 ft X 42 ft                                                                                                                                                                                                                                                   ,Sheet,      50.49,      .8014,      33.66,      16.83
          2,MR32W0P3C                                                                                                                                                                                                                                                 ,NOV0513        ,00004,32 ft X 30 ft                                                                                                                                                                                                                                                   ,Sheet,      36.06,      .8014,      24.04,      12.02
          2,MR32W0P3C                                                                                                                                                                                                                                                 ,NOV1           ,00003,32 ft X 55 ft                                                                                                                                                                                                                                                   ,Sheet,      66.11,      .8014,      44.07,      22.04
          1,Overwinter Plus White 2.5mil                                                                                                                                                                                                                              ,               ,     ,                                                                                                                                                                                                                                                                ,     ,        .00,      .0000,        .00,        .00
          2,MR32W0P257                                                                                                                                                                                                                                                ,NOV13          ,00001,32 ft X 30 ft                                                                                                                                                                                                                                                   ,Sheet,      30.34,      .6741,      20.22,      10.11
          2,MR32W0P257                                                                                                                                                                                                                                                ,NOV13          ,00002,32 ft X 45 ft                                                                                                                                                                                                                                                   ,Sheet,      45.50,      .6741,      30.34,      15.17
          2,MR48W0P257                                                                                                                                                                                                                                                ,NOV2013        ,00001,48 ft X 25 ft                                                                                                                                                                                                                                                   ,Sheet,      50.53,     1.3476,      33.69,      16.84
          1,Overwinter Plus White 3mil                                                                                                                                                                                                                                ,               ,     ,                                                                                                                                                                                                                                                                ,     ,        .00,      .0000,        .00,        .00
          2,MR12W0P37                                                                                                                                                                                                                                                 ,DEC1113        ,00001,12 ft X 41 ft                                                                                                                                                                                                                                                   ,Sheet,      18.60,      .3024,      12.40,       6.20
          2,MR24W0P37                                                                                                                                                                                                                                                 ,DEC0913        ,00009,24 ft X 44 ft                                                                                                                                                                                                                                                   ,Sheet,      39.92,      .6048,      26.61,      13.31
          2,MR24W0P37                                                                                                                                                                                                                                                 ,DEC0913        ,00010,24 ft X 71 ft                                                                                                                                                                                                                                                   ,Sheet,      64.41,      .6048,      42.94,      21.47
          2,MR24W0P37                                                                                                                                                                                                                                                 ,DEC0913        ,00016,24 ft X 64 ft                                                                                                                                                                                                                                                   ,Sheet,      58.06,      .6048,      38.71,      19.35
          2,MR24W0P37                                                                                                                                                                                                                                                 ,NOV2213        ,00003,24 ft X 69 ft                                                                                                                                                                                                                                                   ,Sheet,      62.60,      .6048,      41.73,      20.87
          2,MR28W0P37                                                                                                                                                                                                                                                 ,DEC0913        ,00001,28 ft X 80 ft                                                                                                                                                                                                                                                   ,Sheet,      85.47,      .7122,      56.98,      28.49
          2,MR28W0P37                                                                                                                                                                                                                                                 ,DEC1113        ,00001,28 ft X 46 ft                                                                                                                                                                                                                                                   ,Sheet,      49.14,      .7122,      32.76,      16.38
          2,MR28W0P37                                                                                                                                                                                                                                                 ,N0V2213        ,00001,28 ft X 35 ft                                                                                                                                                                                                                                                   ,Sheet,      37.39,      .7122,      24.93,      12.46
          2,MR28W0P37                                                                                                                                                                                                                                                 ,N0V2213        ,00002,28 ft X 30 ft                                                                                                                                                                                                                                                   ,Sheet,      32.05,      .7122,      21.37,      10.68
          2,MR28W0P37                                                                                                                                                                                                                                                 ,NOV1           ,00001,28 ft X 95 ft                                                                                                                                                                                                                                                   ,Sheet,     101.49,      .7122,      67.66,      33.83
          2,MR28W0P37                                                                                                                                                                                                                                                 ,NOV2           ,00001,28 ft X 92 ft                                                                                                                                                                                                                                                   ,Sheet,      98.29,      .7122,      65.53,      32.76
          2,MR28W0P37                                                                                                                                                                                                                                                 ,NOV2013        ,00001,28 ft X 95 ft                                                                                                                                                                                                                                                   ,Sheet,     101.49,      .7122,      67.66,      33.83
          2,MR28W0P37                                                                                                                                                                                                                                                 ,OCT2613        ,00006,28 ft X 80 ft                                                                                                                                                                                                                                                   ,Sheet,      85.47,      .7122,      56.98,      28.49
          2,MR28W0P37                                                                                                                                                                                                                                                 ,OCT2613        ,00007,28 ft X 80 ft                                                                                                                                                                                                                                                   ,Sheet,      85.47,      .7122,      56.98,      28.49
          2,MR30W0P37                                                                                                                                                                                                                                                 ,DEC0913        ,00001,30 ft X 75 ft                                                                                                                                                                                                                                                   ,Sheet,      85.05,      .7560,      56.70,      28.35
          2,MR30W0P37                                                                                                                                                                                                                                                 ,NOV2013        ,00001,30 ft X 61 ft                                                                                                                                                                                                                                                   ,Sheet,      69.17,      .7560,      46.12,      23.06
          2,MR32W0P37                                                                                                                                                                                                                                                 ,NOV1           ,00001,32 ft X 30 ft                                                                                                                                                                                                                                                   ,Sheet,      36.86,      .8192,      24.58,      12.29
          2,MR32W0P37                                                                                                                                                                                                                                                 ,NOV1           ,00001,32 ft X 95 ft                                                                                                                                                                                                                                                   ,Sheet,     116.73,      .8192,      77.82,      38.91
          2,MR32W0P37                                                                                                                                                                                                                                                 ,NOV1           ,00002,32 ft X 50 ft                                                                                                                                                                                                                                                   ,Sheet,      61.44,      .8192,      40.96,      20.48
          2,MR32W0P37                                                                                                                                                                                                                                                 ,NOV1113        ,00001,32 ft X 26 ft                                                                                                                                                                                                                                                   ,Sheet,      31.95,      .8192,      21.30,      10.65
          2,MR32W0P37                                                                                                                                                                                                                                                 ,NOV1113        ,00002,32 ft X 26 ft                                                                                                                                                                                                                                                   ,Sheet,      31.95,      .8192,      21.30,      10.65
          2,MR32W0P37                                                                                                                                                                                                                                                 ,NOV1113        ,00003,32 ft X 26 ft                                                                                                                                                                                                                                                   ,Sheet,      31.95,      .8192,      21.30,      10.65
          2,MR32W0P37                                                                                                                                                                                                                                                 ,NOV1113        ,00004,32 ft X 26 ft                                                                                                                                                                                                                                                   ,Sheet,      31.95,      .8192,      21.30,      10.65
          2,MR32W0P37                                                                                                                                                                                                                                                 ,NOV1113        ,00005,32 ft X 26 ft                                                                                                                                                                                                                                                   ,Sheet,      31.95,      .8192,      21.30,      10.65
          2,MR32W0P37                                                                                                                                                                                                                                                 ,NOV2           ,00001,32 ft X 42 ft                                                                                                                                                                                                                                                   ,Sheet,      51.61,      .8192,      34.41,      17.20
          2,MR32W0P37                                                                                                                                                                                                                                                 ,NOV8           ,00001,32 ft X 15 ft                                                                                                                                                                                                                                                   ,Sheet,      18.43,      .8192,      12.29,       6.14
          2,MR40W0P37                                                                                                                                                                                                                                                 ,NOV2013        ,00001,40 ft X 90 ft                                                                                                                                                                                                                                                   ,Sheet,     136.96,     1.0145,      91.30,      45.65
          2,MR40W0P37                                                                                                                                                                                                                                                 ,NOV2013        ,00002,40 ft X 60 ft                                                                                                                                                                                                                                                   ,Sheet,      91.30,     1.0145,      60.87,      30.43
          2,MR42W0P37                                                                                                                                                                                                                                                 ,NOV2513        ,00001,42 ft X 40 ft                                                                                                                                                                                                                                                   ,Sheet,      58.54,      .9757,      39.03,      19.51
          2,MR48W0P37                                                                                                                                                                                                                                                 ,NOV1           ,00001,48 ft X 59 ft                                                                                                                                                                                                                                                   ,Sheet,     109.63,     1.2387,      73.09,      36.54
          2,MR48W0P37                                                                                                                                                                                                                                                 ,NOV2213        ,00001,48 ft X 48 ft                                                                                                                                                                                                                                                   ,Sheet,      89.19,     1.2387,      59.46,      29.73
          2,MR48W0P37                                                                                                                                                                                                                                                 ,NOV2213        ,00002,48 ft X 48 ft                                                                                                                                                                                                                                                   ,Sheet,      89.19,     1.2387,      59.46,      29.73
          2,MR48W0P37                                                                                                                                                                                                                                                 ,NOV2213        ,00003,48 ft X 48 ft                                                                                                                                                                                                                                                   ,Sheet,      89.19,     1.2387,      59.46,      29.73
          2,MR48W0P37                                                                                                                                                                                                                                                 ,OCT0713        ,00001,48 ft X 55 ft                                                                                                                                                                                                                                                   ,Sheet,     102.20,     1.2387,      68.13,      34.07
          2,MR50W0P37                                                                                                                                                                                                                                                 ,NOV1213        ,00001,50 ft X 30 ft                                                                                                                                                                                                                                                   ,Sheet,      56.76,     1.2614,      37.84,      18.92
          1,Overwinter Plus White 4mil                                                                                                                                                                                                                                ,               ,     ,                                                                                                                                                                                                                                                                ,     ,        .00,      .0000,        .00,        .00
          2,MR20W0P47                                                                                                                                                                                                                                                 ,JAN2314        ,00002,20 ft X 80 ft                                                                                                                                                                                                                                                   ,Sheet,      80.64,      .6720,      53.76,      26.88
          2,MR28W0P47                                                                                                                                                                                                                                                 ,NOV1213        ,00001,28 ft X 45 ft                                                                                                                                                                                                                                                   ,Sheet,      63.68,      .9434,      42.45,      21.23
          2,MR40W0P47                                                                                                                                                                                                                                                 ,NOV1           ,00001,40 ft X 45 ft                                                                                                                                                                                                                                                   ,Sheet,      91.06,     1.3491,      60.71,      30.35
          2,MR48W0P47                                                                                                                                                                                                                                                 ,DEC1113        ,00001,48 ft X 22 ft                                                                                                                                                                                                                                                   ,Sheet,      56.13,     1.7009,      37.42,      18.71
          2,MR48W0P47                                                                                                                                                                                                                                                 ,NOV1           ,00001,48 ft X 17 ft                                                                                                                                                                                                                                                   ,Sheet,      43.37,     1.7009,      28.91,      14.46
          1,Overwinter White 3mil                                                                                                                                                                                                                                     ,               ,     ,                                                                                                                                                                                                                                                                ,     ,        .00,      .0000,        .00,        .00
          2,MR24W037                                                                                                                                                                                                                                                  ,NOV2513        ,00001,24 ft X 40 ft                                                                                                                                                                                                                                                   ,Sheet,      35.94,      .5990,      23.96,      11.98
          2,MR28W037                                                                                                                                                                                                                                                  ,DEC0913        ,00003,28 ft X 40 ft                                                                                                                                                                                                                                                   ,Sheet,      41.93,      .6989,      27.96,      13.98
          2,MR32W037                                                                                                                                                                                                                                                  ,DEC1113        ,00001,32 ft X 56 ft                                                                                                                                                                                                                                                   ,Sheet,      65.16,      .7757,      43.44,      21.72
          1,Overwinter White 3mil Infrared & Anti-drip                                                                                                                                                                                                                ,               ,     ,                                                                                                                                                                                                                                                                ,     ,        .00,      .0000,        .00,        .00
          2,MR13W0IRAD37                                                                                                                                                                                                                                              ,DEC1113        ,00001,13 ft X 95 ft                                                                                                                                                                                                                                                   ,Sheet,      61.50,      .4316,      41.00,      20.50
          1,Overwinter White 4mil                                                                                                                                                                                                                                     ,               ,     ,                                                                                                                                                                                                                                                                ,     ,        .00,      .0000,        .00,        .00
          2,MR40W047                                                                                                                                                                                                                                                  ,JAN2314        ,00001,40 ft X 96 ft                                                                                                                                                                                                                                                   ,Sheet,     187.25,     1.3003,     124.83,      62.42
          1,Overwinter White 6mil                                                                                                                                                                                                                                     ,               ,     ,                                                                                                                                                                                                                                                                ,     ,        .00,      .0000,        .00,        .00
          2,MR32W067                                                                                                                                                                                                                                                  ,DEC0913        ,00002,32 ft X 75 ft                                                                                                                                                                                                                                                   ,Sheet,     182.16,     1.6192,     121.44,      60.72

(137 rows affected)
